42.911434, -17.531649, 205.840790
37.178715, -10.060863, 203.819016
17.383085, -22.451979, 217.820709
8.950025, -23.730656, 219.812607
36.567566, -18.896597, 209.836304
11.461365, 65.194687, 260.639923
28.529043, -38.977207, 253.867126
29.397394, -24.782862, 222.839508
2.069682, -19.762684, 211.797440
-27.162924, 65.183273, 260.594299
6.003322, -8.441707, 204.779984
37.800205, -40.433033, 257.881409
26.153795, 27.908617, 232.730881
-22.539675, 52.290943, 251.624725
35.469265, 8.391875, 217.781296
47.638035, 39.611805, 241.733505
19.140591, -32.920174, 239.843338
7.230413, -14.887794, 201.794266
29.020021, -9.109588, 204.807968
49.373211, -9.110661, 204.832092
42.774940, 0.577025, 211.804947
13.168153, 54.151936, 252.663925
28.077692, -15.623729, 202.820038
-14.468331, -38.969334, 253.815872
-61.563519, -12.855296, 300.000000
25.373867, 63.258804, 259.659241
24.258909, -2.160231, 209.788300
41.731606, 55.198814, 253.695099
27.791557, 9.498218, 218.769440
-56.677525, 6.188673, 300.000000
1.679728, -40.426266, 257.838226
33.313507, 57.295624, 255.681168
32.798954, 16.270832, 223.761765
-48.859936, 47.206451, 300.000000
-16.616631, 65.010368, 261.605408
20.007355, 45.059082, 245.690308
-7.694347, 49.244194, 248.648911
-50.814331, 36.952007, 300.000000
-5.093563, 64.765648, 260.620636
15.301534, -3.509180, 208.780930
49.125679, 12.878290, 221.787979
31.241714, -1.484385, 210.795746
-13.729149, -1.484009, 210.742432
-19.198683, 20.542744, 226.692139
49.785885, -1.827683, 210.817474
38.333267, 25.042080, 230.751221
14.896594, 37.874931, 240.697601
47.791718, 29.679516, 234.752914
24.205360, 36.549183, 239.711151
3.330863, 58.535564, 255.643768
-11.295256, 7.292980, 216.727722
25.736814, 18.619999, 225.748627
29.449133, 47.845844, 247.695435
48.967068, 21.011253, 227.771057
39.926708, 40.168987, 242.722748
-9.596174, 31.331451, 235.682037
-20.256626, 30.433113, 234.671097
-8.492240, 19.805975, 226.705887
-49.348534, -7.972227, 300.000000
-0.702745, 5.855189, 215.742828
49.557381, 5.505563, 215.803070
15.714268, 23.435295, 229.727631
40.999378, 14.386062, 222.775391
-29.416439, 33.527718, 237.653854
